,Eg (eV),Comp
SiAs,1.5,
SiSe2,1.73,
SiTe2,2.02,
Sm2S3,2.98,
SmTe,0.38,
Sn2BiS2I3,1.06,
Sn2S,0.9,
SnBr2,3.45,
SnGe,0.6,
SnS,1.2,
SnS0.01Se0.99,0.92,
SnS0.25Se0.75,0.96,
SnS0.4Se0.6,1.0,
SnS0.8Se0.2,1.05,
SnS0.99Se0.01,1.1,
SnSe,0.99,
SnTe,0.33,
SrO,5.74,
SrS,4.78,
SrTe,3.75,
SrTiO3,3.41,
SrZrS3,0.9,
TaGaS2,2.74,
TaGaSe2,2.06,
TaON,2.6,
Tb2Mo3O12,1.5,
TeSe3,1.64,
ThO2,3.4,
Tl2GeTe3,0.36,
Tl2Te3,0.52,
Tl2TeI6,1.48,
Tl3TaS4,2.44,
Tl3VS4,1.81,
TlAsS2,2.18,
TlAsSe2,1.38,
TlBr,2.99,
TlCl,3.42,
TlInS2,2.32,
TlInSe2,1.21,
TlInTe2,0.67,
TlPS2,1.65,
TlPSe2,0.55,
TlS,1.37,
TlSbS2,1.69,
TlSe,0.76,
V2O5,2.39,
VO2,0.47,
WO3,2.8,
WSe2,1.46,
YNiSb,0.24,
YbS,1.14,
Zn0.01Cd0.99Se,2.45,
Zn0.15Cd0.85Se,2.55,
Zn0.43Cd0.57Se,2.85,
Zn0.4Hg0.6Se,0.46,
Zn0.55S0.55Ga0.45P0.45,2.35,
Zn0.5Cd0.5Se,2.95,
Zn0.5Hg0.5Se,0.68,
Zn0.75Cd0.25Se,3.25,
Zn0.7S0.7Ga0.3P0.3,2.45,
Zn0.85S0.85Ga0.15P0.15,2.65,
Zn0.95S0.95Ga0.05P0.05,2.85,
Zn0.99Cd0.01Se,3.65,
Zn2In2S5,2.7,
Zn3As2,0.95,
Zn3In2S6,2.92,
Zn3P2,1.17,
Zn3Sb2,0.18,
Zn4Sb3,1.1,
ZnAs2,1.03,
ZnGeAs2,1.1,
ZnGeN2,3.05,
ZnGeP2,2.16,
ZnIn2S4,2.75,
ZnIn2Se4,1.96,
ZnIn2Te4,1.87,
ZnO,3.4,
ZnS,3.7,
ZnSb,1.08,
ZnSe,2.77,
ZnSnAs2,0.7,
ZnSnP2,1.63,
ZnSnSb2,0.35,
ZnTe,2.29,
ZrS3,2.22,
ZrSe3,1.45,
